
 occurs 35772 times.
PullToRefreshListView occurs 4 times.
PullToRefreshScrollView occurs 4 times.
PullToRefreshWebView occurs 4 times.
Query occurs 5 times.
QueueFragment occurs 1 times.
QueueLoader occurs 2 times.
QuickSettingsFragment occurs 2 times.
QuotedPrintableInputStream occurs 2 times.
QuotedPrintableOutputStream occurs 1 times.
RECENT occurs 1 times.
REFRESHING occurs 1 times.
RESET occurs 1 times.
RToggleRunnable occurs 1 times.
Random occurs 11 times.
RecentLoader occurs 2 times.
RecentStore occurs 2 times.
RecentWidgetProvider occurs 2 times.
Rect occurs 22 times.
RectF occurs 22 times.
RecycleBin occurs 2 times.
RecycleHolder occurs 16 times.
ReentrantReadWriteLock occurs 4 times.
RefreshProgressRunnable occurs 4 times.
RegisteredActionDbAdapter occurs 10 times.
RegisteredActionParameterDbAdapter occurs 8 times.
RegisteredAppDbAdapter occurs 16 times.
RegisteredEventAttributeDbAdapter occurs 10 times.
RegisteredEventDbAdapter occurs 10 times.
RelativeLayout occurs 1 times.
ReleaseItem occurs 2 times.
RemindRateDialogFragment occurs 1 times.
RemoteControlClient occurs 1 times.
RemoteViews occurs 16 times.
RenamePlaylist occurs 1 times.
RepeatButton occurs 1 times.
RepeatingImageButton occurs 1 times.
Request occurs 4 times.
ResizePopupRunnable occurs 2 times.
ResourcesCompat occurs 2 times.
ResponseBuilder occurs 1 times.
Result occurs 22 times.
RetainFragment occurs 2 times.
ReverseComparator occurs 1 times.
ReverseDateComparator occurs 1 times.
ReverseIdComparator occurs 1 times.
RingingPhoneState occurs 2 times.
RingtoneSetting occurs 1 times.
RotateAnimation occurs 5 times.
RotateLoadingLayout occurs 2 times.
RoundRectShape occurs 2 times.
Rule occurs 9 times.
RuleActionDbAdapter occurs 7 times.
RuleActionParameterDbAdapter occurs 8 times.
RuleBuilder occurs 2 times.
RuleDbAdapter occurs 8 times.
RuleFilterDbAdapter occurs 8 times.
RuleFilterViewFactory occurs 1 times.
RuleListAdapter occurs 2 times.
RuleNode occurs 4 times.
RuleProcessor occurs 1 times.
RuleTestData occurs 1 times.
Runnable occurs 99 times.
RunnableToast occurs 3 times.
RuntimeException occurs 72 times.
SATURDAY occurs 1 times.
SAXBuilder occurs 1 times.
SCOPE occurs 1 times.
SIGNATURE occurs 1 times.
SMSReceivedEvent occurs 2 times.
SMTPClient occurs 1 times.
SONG occurs 1 times.
SQLiteConstraintException occurs 2 times.
SQLiteQueryBuilder occurs 17 times.
SUM occurs 1 times.
SUNDAY occurs 1 times.
SaveMessageTask occurs 1 times.
SavedState occurs 60 times.
ScanListAdapter occurs 2 times.
Scheme occurs 1 times.
Score occurs 8 times.
ScoreViewer occurs 8 times.
ScreenOffEvent occurs 1 times.
ScreenOnEvent occurs 1 times.
ScreenStateDetector occurs 2 times.
ScrollToBottom occurs 2 times.
ScrollView occurs 2 times.
ScrollableHeader occurs 1 times.
ScrollableProgressDialog occurs 2 times.
ScrollingMovementMethod occurs 1 times.
ScrollingTabContainerView occurs 4 times.
SearchAccount occurs 3 times.
SearchAdapter occurs 2 times.
SearchAutoComplete occurs 6 times.
SearchCondition occurs 11 times.
SearchLoader occurs 2 times.
SearchView occurs 4 times.
Section occurs 2 times.
SectionedAdapter occurs 2 times.
SecureRandom occurs 7 times.
SecurityQuestion occurs 2 times.
SeekBarPreference occurs 3 times.
SelectFromCursorDialogFragment occurs 1 times.
SelectionNotifier occurs 2 times.
Semaphore occurs 1 times.
SendDateExtractor occurs 1 times.
SendGmailAction occurs 3 times.
SendMessageTask occurs 1 times.
SendSmsAction occurs 4 times.
SenderAddressExtractor occurs 1 times.
SenderComparator occurs 1 times.
SenderExtractor occurs 1 times.
SeparatedListAdapter occurs 1 times.
Serializer occurs 1 times.
ServerSettings occurs 11 times.
ServiceAvailableEvent occurs 2 times.
ServiceBinder occurs 2 times.
ServiceConnection occurs 2 times.
ServiceStub occurs 2 times.
ServiceToken occurs 2 times.
SessionIdSaver occurs 8 times.
SetPasswordsAsyncTask occurs 2 times.
SetPhoneLoudAction occurs 3 times.
SetPhoneSilentAction occurs 3 times.
SetPhoneVibrateAction occurs 3 times.
SetScreenBrightnessAction occurs 3 times.
SettingsDescription occurs 1 times.
SettingsFragment occurs 1 times.
SettingsImportExportException occurs 18 times.
ShapeDrawable occurs 4 times.
ShareAcitivityChooserModelPolicy occurs 2 times.
ShareActionProvider occurs 2 times.
ShareMenuItemOnMenuItemClickListener occurs 2 times.
SharedPreferencesBackupHelper occurs 1 times.
ShellDummy occurs 1 times.
ShowAlertAction occurs 3 times.
ShowHideMasterLayout occurs 3 times.
ShowNotificationAction occurs 3 times.
ShowWebsiteAction occurs 3 times.
ShuffleButton occurs 1 times.
Shuffler occurs 2 times.
SignatureSetting occurs 1 times.
SimpleCursorAdapter occurs 9 times.
SimpleCursorTreeAdapter occurs 3 times.
SimpleDateFormat occurs 23 times.
SimpleDialog occurs 2 times.
SimpleFloatViewManager occurs 1 times.
SimpleHtmlSerializer occurs 4 times.
SimpleSMTPHeader occurs 1 times.
SimpleXmlSerializer occurs 6 times.
SingleMessageView occurs 1 times.
SleepDatum occurs 1 times.
SmoothScrollRunnable occurs 2 times.
SmtpDataStuffing occurs 2 times.
SmtpTransport occurs 2 times.
Snapshot occurs 2 times.
Socket occurs 3 times.
SoftKeyBoard occurs 1 times.
Solution occurs 12 times.
Song occurs 10 times.
SongAdapter occurs 3 times.
SongFragment occurs 1 times.
SongLoader occurs 2 times.
SortBySignal occurs 2 times.
SortOrder occurs 2 times.
SortType occurs 1 times.
SoundPool occurs 2 times.
SoundPullEventListener occurs 1 times.
SpannableString occurs 5 times.
SpannableStringBuilder occurs 10 times.
SparseBooleanArray occurs 2 times.
SparseIntArray occurs 1 times.
SpecialColumnsCursor occurs 2 times.
SpecialEntity occurs 2 times.
SpinnerOption occurs 33 times.
SplitPartCategory occurs 3 times.
SplitPartList occurs 1 times.
SplitPartTransfer occurs 3 times.
SplitTransaction occurs 4 times.
SquareImageView occurs 1 times.
SquareView occurs 1 times.
SslCertificate occurs 1 times.
StandaloneActionMode occurs 4 times.
StatNotif occurs 2 times.
State occurs 7 times.
StateListDrawable occurs 2 times.
StaticTree occurs 4 times.
StatusDispatcher occurs 2 times.
StatusFragment occurs 1 times.
StatusMessage occurs 10 times.
StatusUpdateService occurs 1 times.
StopWatch occurs 3 times.
Storage occurs 2 times.
StorageGoneReceiver occurs 1 times.
StorageListener occurs 1 times.
StorageListenerImplementation occurs 1 times.
StorageManager occurs 2 times.
StorageProviderSetting occurs 1 times.
Store occurs 1 times.
StreamGobbler occurs 3 times.
StrictModeSetter occurs 1 times.
String occurs 26 times.
StringBuffer occurs 30 times.
StringBuilder occurs 161 times.
StringBuilderWrapper occurs 1 times.
StringEntity occurs 6 times.
StringReader occurs 2 times.
StringResourceSetting occurs 1 times.
StringSetting occurs 1 times.
StringTokenizer occurs 17 times.
StringWriter occurs 4 times.
Style occurs 4 times.
StyleSpan occurs 1 times.
SubMenuBuilder occurs 4 times.
SubMenuWrapper occurs 8 times.
SubThemeSetting occurs 1 times.
SubjectComparator occurs 1 times.
SubjectExtractor occurs 1 times.
SuggestionsAdapter occurs 4 times.
SweepGradient occurs 1 times.
SwipeGestureDetector occurs 2 times.
SynchronizationAid occurs 1 times.
Synchronizer occurs 20 times.
SystemBroadcastedEvent occurs 2 times.
SystemEvent occurs 1 times.
THURSDAY occurs 1 times.
TODO occurs 40 times.
TabAdapter occurs 2 times.
TabClickListener occurs 5 times.
TabImpl occurs 2 times.
TabListener occurs 1 times.
TabPageIndicator occurs 2 times.
TabView occurs 4 times.
TabWrapper occurs 4 times.
TableRow occurs 1 times.
TabsLinearLayout occurs 1 times.
TagInfo occurs 99 times.
TagNode occurs 6 times.
TagNodeAttExistsCondition occurs 1 times.
TagNodeAttValueCondition occurs 1 times.
TagNodeNameCondition occurs 1 times.
TagNodeVisitor occurs 1 times.
TagPos occurs 2 times.
TagToken occurs 2 times.
TagTransformation occurs 9 times.
TaskExecutionFragment occurs 1 times.
Template occurs 5 times.
TestSuiteBuilder occurs 2 times.
Text occurs 3 times.
TextAppearanceSpan occurs 3 times.
TextBody occurs 15 times.
TextView occurs 64 times.
TextViewItem occurs 2 times.
TextWatcher occurs 13 times.
Textual occurs 1 times.
ThemeFragment occurs 2 times.
ThemeSetting occurs 1 times.
ThemeUtils occurs 18 times.
ThemeableFrameLayout occurs 1 times.
ThemeableSeekBar occurs 1 times.
ThemeableTextView occurs 1 times.
ThemeableTitlePageIndicator occurs 1 times.
ThemesAdapter occurs 2 times.
Thread occurs 22 times.
ThreadHandler occurs 6 times.
ThreadInfo occurs 4 times.
ThreadPoolExecutor occurs 1 times.
ThrottlingQueryHandler occurs 1 times.
Time occurs 2 times.
TimeHandler occurs 2 times.
TimeMonitor occurs 2 times.
TimePeriodViewItem occurs 2 times.
TimePicker occurs 4 times.
TimePickerDialog occurs 1 times.
TimePickerPreference occurs 2 times.
TimeSetting occurs 1 times.
TimeTickEvent occurs 2 times.
Timer occurs 1 times.
TimerTask occurs 1 times.
Timestamp occurs 2 times.
TimezoneChangedEvent occurs 1 times.
TitleBarWebView occurs 3 times.
TitlePageIndicator occurs 3 times.
Toast occurs 2 times.
Torch occurs 1 times.
TouchBlockView occurs 2 times.
TracingPowerManager occurs 2 times.
TracingWakeLock occurs 2 times.
Transaction occurs 4 times.
TransactionDatabase occurs 3 times.
TransactionDetailFragment occurs 1 times.
TransactionList occurs 1 times.
Transfer occurs 3 times.
Transformation occurs 2 times.
TransitionDrawable occurs 1 times.
Tree occurs 4 times.
TreeMap occurs 2 times.
TreeSet occurs 1 times.
TreeToFlatArray occurs 3 times.
Trie occurs 8 times.
TrieLeaf occurs 21 times.
TrieNode occurs 12 times.
TrustManagerFactory occurs 1 times.
TrustedSocketFactory occurs 1 times.
TurnOffWifiAction occurs 3 times.
TurnOnWifiAction occurs 3 times.
TutorialsFragment occurs 1 times.
Twitter occurs 1 times.
TypedValue occurs 30 times.
TypefaceCache occurs 2 times.
UIDbHelper occurs 3 times.
UIDbHelperStore occurs 2 times.
URI occurs 37 times.
URL occurs 12 times.
UidReverseComparator occurs 2 times.
UnavailableAccountException occurs 13 times.
UnavailableStorageException occurs 8 times.
UnderlinePageIndicator occurs 3 times.
UnreadComparator occurs 1 times.
UnreadExtractor occurs 1 times.
UnsupportedOperationException occurs 32 times.
UpdateService occurs 1 times.
UpdateTwitterStatusAction occurs 3 times.
UpgradeDatabaseBroadcastReceiver occurs 1 times.
UriExtractor occurs 1 times.
UriMatcher occurs 3 times.
UrlEncodedFormEntity occurs 1 times.
UserAccountViewItem occurs 2 times.
UserPresentEvent occurs 1 times.
UtilUI occurs 1 times.
V occurs 135 times.
VALUES occurs 7 times.
ValueAnimator occurs 10 times.
VersionDialogFragment occurs 1 times.
VerticalScrollListener occurs 8 times.
View occurs 2 times.
ViewHolder occurs 7 times.
ViewItemFactory occurs 2 times.
ViewItemGroup occurs 4 times.
ViewSwitcher occurs 2 times.
ViewableContainer occurs 4 times.
VisibilityAnimListener occurs 4 times.
VisibilityToggle occurs 8 times.
WEDNESDAY occurs 1 times.
WFConfig occurs 4 times.
WFMonitor occurs 2 times.
WFScanResult occurs 6 times.
WakeLock occurs 1 times.
WallPaperChangedEvent occurs 1 times.
WebChromeClient occurs 2 times.
WebDavFolder occurs 3 times.
WebDavHandler occurs 1 times.
WebDavHttpClient occurs 2 times.
WebDavMessage occurs 5 times.
WebDavStore occurs 3 times.
WebDavStoreSettings occurs 3 times.
WebDavTransport occurs 2 times.
WebFontSizeSetting occurs 1 times.
WebView occurs 7 times.
WebViewClient occurs 6 times.
WelcomeDialogFragment occurs 1 times.
Widget occurs 3 times.
WidgetRemoteViewsFactory occurs 2 times.
WifiButtonStateRunnable occurs 2 times.
WifiConfiguration occurs 1 times.
WifiLock occurs 2 times.
Window occurs 2 times.
WordFilter occurs 4 times.
WrappedAsyncTaskLoader occurs 1 times.
WrappedException occurs 26 times.
XMLOutputter occurs 1 times.
XPather occurs 2 times.
XPatherException occurs 8 times.
XXXSerializer occurs 1 times.
XmlPullParserException occurs 4 times.
XmlSerializer occurs 1 times.
YtdFileObserver occurs 1 times.
ZFREE occurs 2 times.
ZInputStream occurs 3 times.
ZOutputStream occurs 4 times.
ZStream occurs 2 times.
ZStreamException occurs 5 times.
abort occurs 5 times.
abortBroadcast occurs 1 times.
accept occurs 17 times.
acceptKeyDialog occurs 3 times.
accountLocation occurs 2 times.
accountSizeChanged occurs 5 times.
accountStatusChanged occurs 4 times.
accounts occurs 2 times.
acquire occurs 2 times.
acquireWakeLock occurs 4 times.
acquireWakelock occurs 2 times.
act occurs 3 times.
actOnMessages occurs 3 times.
action occurs 4 times.
actionCancel occurs 1 times.
actionCheckSettings occurs 1 times.
actionCompose occurs 1 times.
actionDisplayMessageIntent occurs 1 times.
actionDisplaySearch occurs 3 times.
actionEditCompositionSettings occurs 1 times.
actionEditDraft occurs 1 times.
actionEditIncomingSettings occurs 1 times.
actionEditOutgoingSettings occurs 1 times.
actionEditSettings occurs 1 times.
actionFormatChanged occurs 2 times.
actionForward occurs 1 times.
actionHandleAccount occurs 1 times.
actionHandleAccountIntent occurs 2 times.
actionIncomingSettings occurs 1 times.
actionNewAccount occurs 1 times.
actionOptions occurs 1 times.
actionOutgoingSettings occurs 1 times.
actionPrefs occurs 1 times.
actionReply occurs 1 times.
actionReschedulePoll occurs 1 times.
actionReset occurs 1 times.
actionRestartPushers occurs 1 times.
actionSelectAccountType occurs 1 times.
actionSetNames occurs 1 times.
actionSettings occurs 2 times.
actionUpgradeDatabases occurs 1 times.
adapterToListViewPosition occurs 2 times.
add occurs 54 times.
addAccountType occurs 2 times.
addAccountUuid occurs 2 times.
addAccountUuids occurs 1 times.
addActionToDatabase occurs 3 times.
addActionsToDatabase occurs 2 times.
addAddress occurs 12 times.
addAddresses occurs 8 times.
addAlarm occurs 3 times.
addAlbumId occurs 1 times.
addAllowedFolder occurs 1 times.
addAttachment occurs 11 times.
addAttachmentsToMessage occurs 3 times.
addAttribute occurs 1 times.
addAttributeTransformation occurs 3 times.
addAttributesToTag occurs 4 times.
addBitmapToCache occurs 5 times.
addBitmapToMemCache occurs 4 times.
addBodyPart occurs 2 times.
addCallEndEvent occurs 2 times.
addCertificateChain occurs 1 times.
addChar occurs 2 times.
addChild occurs 8 times.
addChildren occurs 2 times.
addContentView occurs 16 times.
addDataAndRegisteredParamId occurs 2 times.
addDependency occurs 4 times.
addEmailToUnknownContactsCache occurs 2 times.
addEntity occurs 249 times.
addError occurs 1 times.
addErrorMessage occurs 37 times.
addEvent occurs 4 times.
addFailedActions occurs 2 times.
addFailure occurs 1 times.
addFilterToDatabase occurs 3 times.
addFiltersToRuleNode occurs 2 times.
addFooterView occurs 1 times.
addGeneralLogLevels occurs 2 times.
addGlobalAttributesToIntent occurs 2 times.
addHeader occurs 10 times.
addHeaders occurs 16 times.
addHelper occurs 1 times.
addHiddenAttachment occurs 2 times.
addHiddenFields occurs 2 times.
addHisoricalRecord occurs 6 times.
addHtmlDivider occurs 3 times.
addIndicatorViews occurs 3 times.
addIntentOptions occurs 8 times.
addInternal occurs 34 times.
addInternetAndServiceAvailableEvents occurs 2 times.
addItem occurs 2 times.
addItemFactory occurs 4 times.
addItemForMoving occurs 1 times.
addItemToParentPosition occurs 1 times.
addItemView occurs 4 times.
addLayout occurs 1 times.
addListener occurs 9 times.
addLogAction occurs 2 times.
addLogEvent occurs 3 times.
addLogGeneral occurs 2 times.
addLogNotif occurs 1 times.
addMenuPresenter occurs 2 times.
addMessage occurs 1 times.
addMessageHeaderHtml occurs 2 times.
addMessageHeaderText occurs 2 times.
addMessageListFragment occurs 3 times.
addMissedCallEvent occurs 2 times.
addMissedWord occurs 8 times.
addMsgToView occurs 2 times.
addNamespaceDeclaration occurs 3 times.
addNetwork occurs 3 times.
addNotification occurs 2 times.
addOnAttachStateChangeListener occurs 6 times.
addOnMenuVisibilityListener occurs 6 times.
addPendingCommand occurs 1 times.
addPhoneContact occurs 2 times.
addPhoneNumberNotEqualsFilter occurs 2 times.
addPossibleHeadCandidate occurs 4 times.
addPreferencesFromResource occurs 22 times.
addPrefixToSelection occurs 1 times.
addProb occurs 4 times.
addProblem occurs 3 times.
addQuotes occurs 1 times.
addRecipients occurs 7 times.
addRefreshableView occurs 2 times.
addResult occurs 2 times.
addRuleToDatabase occurs 2 times.
addSavedAsContent occurs 4 times.
addScore occurs 8 times.
addSection occurs 2 times.
addSentDate occurs 2 times.
addSongId occurs 2 times.
addSoundEvent occurs 1 times.
addStackTrace occurs 2 times.
addStatNotif occurs 1 times.
addState occurs 3 times.
